preprocessing_mode,null_type,replicate,T_sep,T_sep_rel
raw_rate,countywise_circular_shift,36,4.069015070672696e-21,0.006364427405379811
raw_rate,countywise_circular_shift,37,3.2984718186735847e-21,0.005167530855193558
raw_rate,countywise_circular_shift,38,2.9321413486082786e-21,0.004634228396471283
raw_rate,countywise_circular_shift,39,2.121096658476612e-21,0.003338401542356724
raw_rate,countywise_circular_shift,40,3.3194161794945983e-21,0.005199095648256023
raw_rate,countywise_circular_shift,41,2.5298467493984966e-21,0.00397743123954627
raw_rate,countywise_circular_shift,42,3.2375952380427032e-21,0.005075802197722054
raw_rate,countywise_circular_shift,43,3.2445997588962834e-21,0.005080027485484423
raw_rate,countywise_circular_shift,44,4.209601479095633e-21,0.006584581534878025
raw_rate,countywise_circular_shift,45,3.1760133609483877e-21,0.005001993588466123
raw_rate,countywise_circular_shift,46,2.887863504293717e-21,0.004560337814720444
raw_rate,countywise_circular_shift,47,2.8825084493589818e-21,0.0045109689179552
raw_rate,countywise_circular_shift,48,2.6940350561845266e-21,0.004237514732637637
raw_rate,countywise_circular_shift,49,2.8840327441863177e-21,0.004518127987809349
raw_rate,countywise_circular_shift,50,2.8298553926819884e-21,0.004493531618050601
raw_rate,countywise_circular_shift,51,3.140189315650525e-21,0.004929846308148648
raw_rate,countywise_circular_shift,52,3.1580206887867995e-21,0.004988893350229445
raw_rate,countywise_circular_shift,53,3.2408948872213086e-21,0.0050802878709454505
raw_rate,countywise_circular_shift,54,4.087505114096471e-21,0.006401663018475678
raw_rate,countywise_circular_shift,55,2.9272951613957078e-21,0.00462771685306451
raw_rate,countywise_circular_shift,56,3.3650926497236258e-21,0.005305649419723385
raw_rate,countywise_circular_shift,57,3.455809119420273e-21,0.005451950294767798
raw_rate,countywise_circular_shift,58,2.7919063151546875e-21,0.004402099349537827
raw_rate,countywise_circular_shift,59,3.047373467777626e-21,0.00478681523278581
raw_rate,countywise_circular_shift,60,3.337627778024206e-21,0.005244537518647525
raw_rate,countywise_circular_shift,61,2.679631121469001e-21,0.004219906971518248
raw_rate,countywise_circular_shift,62,2.697320815287339e-21,0.004242350649709875
raw_rate,countywise_circular_shift,63,2.9812607816421043e-21,0.004694061706854097
raw_rate,countywise_circular_shift,64,3.829514566332184e-21,0.005981589214182588
raw_rate,countywise_circular_shift,65,2.31395507892503e-21,0.0036565737771060056
raw_rate,countywise_circular_shift,66,2.841554798572587e-21,0.004467810983049753
raw_rate,countywise_circular_shift,67,2.991836746999289e-21,0.004677941053458234
raw_rate,countywise_circular_shift,68,2.733163977343124e-21,0.004289618777499637
raw_rate,countywise_circular_shift,69,2.5529546079337137e-21,0.004007554718113628
raw_rate,countywise_circular_shift,70,2.1804442721155457e-21,0.0034250935550253015
raw_rate,countywise_circular_shift,71,3.3594572241642648e-21,0.0052727580766976
raw_rate,countywise_circular_shift,72,3.8167218471493e-21,0.005970132798402812
raw_rate,countywise_circular_shift,73,2.9704772563531783e-21,0.004670753122044085
raw_rate,countywise_circular_shift,74,2.4129358073178547e-21,0.0038030087165463514
raw_rate,countywise_circular_shift,75,2.294179126688005e-21,0.0036167871613334793
raw_rate,countywise_circular_shift,76,2.901245991005683e-21,0.004560107777979981
raw_rate,countywise_circular_shift,77,3.0863826102395754e-21,0.004855197317317062
raw_rate,countywise_circular_shift,78,2.9102845158684948e-21,0.004582124520783994
raw_rate,countywise_circular_shift,79,3.655586004879589e-21,0.005728013894777445
raw_rate,countywise_circular_shift,80,3.0970040582531034e-21,0.004863957659598789
raw_rate,countywise_circular_shift,81,2.707128200786947e-21,0.004278191057034107
raw_rate,countywise_circular_shift,82,2.5283371517025693e-21,0.003977448654403061
raw_rate,countywise_circular_shift,83,3.125288101263143e-21,0.004889595419113192
raw_rate,countywise_circular_shift,84,2.1838412109731434e-21,0.003438775060206532
raw_rate,countywise_circular_shift,85,3.1470256793697612e-21,0.004945216401993095
raw_rate,countywise_circular_shift,86,2.9890651250404362e-21,0.004694561086950732
raw_rate,countywise_circular_shift,87,3.050604386834134e-21,0.0047975290151697604
raw_rate,countywise_circular_shift,88,1.6673794830327102e-21,0.00263562766402644
raw_rate,countywise_circular_shift,89,3.462358659494585e-21,0.0054326980500716635
raw_rate,countywise_circular_shift,90,2.546502331975059e-21,0.004011521192249545
raw_rate,countywise_circular_shift,91,2.0582156359624854e-21,0.003265656008865291
raw_rate,countywise_circular_shift,92,3.0194179175939835e-21,0.00475259822369683
raw_rate,countywise_circular_shift,93,2.5381497964821377e-21,0.004003780510026808
raw_rate,countywise_circular_shift,94,2.4343410411356812e-21,0.003851952567281688
raw_rate,countywise_circular_shift,95,2.3073784257778046e-21,0.0036612544217776185
raw_rate,countywise_circular_shift,96,2.5944549782448903e-21,0.004072804874190464
raw_rate,countywise_circular_shift,97,2.6264652078825832e-21,0.004118092871050789
raw_rate,countywise_circular_shift,98,4.9554515365709984e-21,0.007718974307786307
raw_rate,countywise_circular_shift,99,2.5732144891811195e-21,0.004037647396417897
raw_rate,countywise_circular_shift,100,2.1523963537979186e-21,0.003403826588734423
raw_rate,countywise_circular_shift,101,2.54948348128623e-21,0.003999196531011248
raw_rate,countywise_circular_shift,102,3.1021251920756564e-21,0.004861623328851125
raw_rate,countywise_circular_shift,103,3.6421277466047e-21,0.005730898852680784
raw_rate,countywise_circular_shift,104,5.1133117905606746e-21,0.007926917215776687
raw_rate,countywise_circular_shift,105,1.7882096267258525e-21,0.0028322112108787358
raw_rate,countywise_circular_shift,106,2.393455316858167e-21,0.00378117842018761
raw_rate,countywise_circular_shift,107,3.3795453681736346e-21,0.005315695293979016
raw_rate,countywise_circular_shift,108,2.2502146522344504e-21,0.003544867707332811
raw_rate,countywise_circular_shift,109,3.51890710823226e-21,0.005522263871149257
