month_index,month_label,year,month,landscape_summary,observed_value,fitted_mean_field_value,bootstrap_mean,bootstrap_sd,ci_2_5,ci_50,ci_97_5
64,2012_5,2012,5,landscape_lambda1_peak_top10,3.3835604078318146e-05,2.1768752309032554e-05,4.52995554589851e-05,1.4263637145266343e-05,2.6566220242758553e-05,3.87121749790309e-05,7.586102260655e-05
65,2012_6,2012,6,landscape_lambda1_peak_top10,4.706657567128704e-05,1.843682240982668e-05,4.460352338762828e-05,1.3311206836007513e-05,2.7129580286394617e-05,3.985016338566988e-05,7.586102260655e-05
66,2012_7,2012,7,landscape_lambda1_peak_top10,3.6363636363636364e-05,2.1847948097942283e-05,4.5308600670998733e-05,1.360930185465133e-05,2.6722678855105074e-05,4.2629380168812346e-05,7.586102260655e-05
67,2012_8,2012,8,landscape_lambda1_peak_top10,3.793051130329237e-05,1.535473595305966e-05,4.3206138435597884e-05,1.2980520230653606e-05,2.5937645899258183e-05,3.793051130329237e-05,7.586102260655e-05
68,2012_9,2012,9,landscape_lambda1_peak_top10,7.586102260655e-05,1.66620154832676e-05,3.813293373460792e-05,1.063930912678639e-05,2.3533287835643517e-05,3.543460543566847e-05,6.920065759575999e-05
69,2012_10,2012,10,landscape_lambda1_peak_top10,3.465844106332097e-05,1.5807639444266996e-05,4.0194636477362116e-05,1.1652208226932805e-05,2.3901716143219084e-05,3.75565203366585e-05,7.586102260655e-05
70,2012_11,2012,11,landscape_lambda1_peak_top10,8.9308041296e-05,2.346838356467391e-05,5.407599699267565e-05,1.591594707691708e-05,3.4198168139840925e-05,5.20634479886e-05,8.9308041296e-05
71,2012_12,2012,12,landscape_lambda1_peak_top10,3.5379444542720676e-05,1.8147418740551396e-05,4.443837459762018e-05,1.357413683638911e-05,2.602915180737993e-05,3.8125738686187046e-05,7.586102260655e-05
72,2013_1,2013,1,landscape_lambda1_peak_top10,6.79624847084e-05,2.0660434624198077e-05,4.7138134510186255e-05,1.3552273528111788e-05,2.893719414544297e-05,4.382601073737263e-05,7.550018875045e-05
73,2013_2,2013,2,landscape_lambda1_peak_top10,3.58055044995584e-05,4.596824540146898e-05,6.422629806740603e-05,2.046010189107925e-05,3.5640459049112556e-05,6.44385256465e-05,0.0001073975427442
74,2013_3,2013,3,landscape_lambda1_peak_top10,6.485084306095e-05,1.981224545407302e-05,4.6745991559194047e-05,1.213678932356878e-05,3.25710486704642e-05,4.526320554021636e-05,7.197424454717492e-05
75,2013_4,2013,4,landscape_lambda1_peak_top10,5.051397974385e-05,2.0951708245820894e-05,4.684022955084723e-05,1.3793808523799273e-05,2.8812631457631024e-05,4.478108446991991e-05,7.550018875045e-05
76,2013_5,2013,5,landscape_lambda1_peak_top10,4.762660739799968e-05,3.3533731440988295e-05,5.44179700535467e-05,1.86842945487257e-05,3.394740415516227e-05,5.26822857002e-05,0.0001028030978
77,2013_6,2013,6,landscape_lambda1_peak_top10,4.526320554021636e-05,2.40952201792757e-05,4.697055218642171e-05,1.3918994940329663e-05,3.052140430864719e-05,4.439117503440316e-05,7.60710808179e-05
78,2013_7,2013,7,landscape_lambda1_peak_top10,4.762660739799968e-05,1.9821902501540866e-05,4.6771669837870084e-05,1.3260296211339718e-05,3.175107159866646e-05,4.516362134819862e-05,7.550018875045e-05
79,2013_8,2013,8,landscape_lambda1_peak_top10,4.564264849074976e-05,3.648950258932105e-05,5.856349287560245e-05,1.7706897823953126e-05,3.494629918691611e-05,5.347212319975e-05,0.00010489153128166995
80,2013_9,2013,9,landscape_lambda1_peak_top10,3.471418653089563e-05,1.9681410845610804e-05,4.5717599241536915e-05,1.3626103187806669e-05,3.0428432327166505e-05,4.2959017097688804e-05,7.550018875045e-05
81,2013_10,2013,10,landscape_lambda1_peak_top10,3.534817956875221e-05,1.340564909915654e-05,4.268839347336741e-05,1.2259168134549222e-05,2.5802318814995228e-05,3.8070582860623596e-05,7.550018875045e-05
82,2013_11,2013,11,landscape_lambda1_peak_top10,7.129616426635e-05,1.6111519268429696e-05,4.197118825755965e-05,1.1394626861120103e-05,2.5823778535275283e-05,3.775009437523594e-05,7.550018875045e-05
83,2013_12,2013,12,landscape_lambda1_peak_top10,3.775009437523594e-05,1.732675603341621e-05,4.0990443671256274e-05,1.141122977725159e-05,2.54776341604303e-05,3.775009437523594e-05,7.12809180982e-05
84,2014_1,2014,1,landscape_lambda1_peak_top10,3.8074931465123364e-05,1.9152628181168096e-05,4.37579010089541e-05,1.2582944388516887e-05,2.6272923125426935e-05,3.8486209108402825e-05,7.61498629302e-05
85,2014_2,2014,2,landscape_lambda1_peak_top10,3.583587170757929e-05,2.3385494748237652e-05,4.91580332658201e-05,1.2601303648755127e-05,3.4067681126504656e-05,4.582531390340024e-05,7.61498629302e-05
86,2014_3,2014,3,landscape_lambda1_peak_top10,5.20670623763e-05,2.4366218301464948e-05,5.362440679430044e-05,1.3400593596951922e-05,3.5053976706209845e-05,5.20670623763e-05,8.67784372939e-05
87,2014_4,2014,4,landscape_lambda1_peak_top10,3.479067609880552e-05,2.2681984496619605e-05,4.4877644470164725e-05,1.2655145471042181e-05,2.858177245098226e-05,4.088140304975267e-05,7.13852303958e-05
88,2014_5,2014,5,landscape_lambda1_peak_top10,7.61498629302e-05,1.5585192826568468e-05,3.929431906066344e-05,1.1379792472537552e-05,2.4440501310743988e-05,3.583587170757929e-05,6.937671340915873e-05
89,2014_6,2014,6,landscape_lambda1_peak_top10,6.542361792605e-05,3.7254684669378e-05,5.790241721921334e-05,1.912369319610319e-05,3.4678873630184493e-05,5.353892279685e-05,0.0001070778455937
90,2014_7,2014,7,landscape_lambda1_peak_top10,7.01163932127e-05,2.1601126472183436e-05,4.866565063120811e-05,1.3832704008990106e-05,3.271180896303566e-05,4.766097178646622e-05,7.633731658637858e-05
91,2014_8,2014,8,landscape_lambda1_peak_top10,5.353892279685e-05,2.7113990123858654e-05,4.963855694902366e-05,1.3254371774568562e-05,3.4067681126504656e-05,4.63875681317407e-05,7.94912559618e-05
92,2014_9,2014,9,landscape_lambda1_peak_top10,5.20670623763e-05,2.0011659927939394e-05,4.735396358006967e-05,1.230918752171977e-05,3.230756160956282e-05,4.543596139394573e-05,7.61498629302e-05
93,2014_10,2014,10,landscape_lambda1_peak_top10,4.528926903119784e-05,2.891060555643151e-05,6.468473497426476e-05,1.7623109419321806e-05,3.881937345531243e-05,6.503924034165e-05,0.00010404830856611248
94,2014_11,2014,11,landscape_lambda1_peak_top10,7.01163932127e-05,2.6011502180961253e-05,5.125648158666438e-05,1.4817142703103077e-05,3.330699763785495e-05,4.888302292613776e-05,8.67784372939e-05
95,2014_12,2014,12,landscape_lambda1_peak_top10,5.677946854415e-05,2.459932420496484e-05,5.2241158276242126e-05,1.4153057751738623e-05,3.4678873630184493e-05,4.8962133306038825e-05,8.372478362597117e-05
96,2015_1,2015,1,landscape_lambda1_peak_top10,6.40717603716e-05,2.998799245418565e-05,5.691484182037415e-05,1.560301440598871e-05,3.5148149449931464e-05,5.38309707518e-05,9.129293620905e-05
97,2015_2,2015,2,landscape_lambda1_peak_top10,5.01002004008e-05,2.2524857840077147e-05,5.051597253566889e-05,1.3060536798052864e-05,3.423485107839781e-05,4.905447499448137e-05,7.701954112467124e-05
98,2015_3,2015,3,landscape_lambda1_peak_top10,3.6201715961336564e-05,2.313600751987332e-05,5.009051207814861e-05,1.4908785434208834e-05,3.309285856112251e-05,4.566140545806e-05,8.971828458635e-05
99,2015_4,2015,4,landscape_lambda1_peak_top10,5.18524279899e-05,2.528909375554848e-05,5.3100918356449836e-05,1.3964181534409794e-05,3.489670575097711e-05,5.101520253035e-05,7.999822126324114e-05
100,2015_5,2015,5,landscape_lambda1_peak_top10,4.747401710525355e-05,3.123815220813866e-05,5.822389864030136e-05,1.597304100618659e-05,3.586194383387388e-05,5.38309707518e-05,9.927857568335e-05
101,2015_6,2015,6,landscape_lambda1_peak_top10,4.77600534912599e-05,2.4812811970677305e-05,5.0370839527338815e-05,1.3946739106483132e-05,3.413901406527379e-05,4.7177621759068255e-05,7.700007700005e-05
102,2015_7,2015,7,landscape_lambda1_peak_top10,5.01002004008e-05,2.520993142507378e-05,5.358767104628478e-05,1.5165685541286746e-05,3.4706412842655416e-05,5.15012617809e-05,8.971828458635e-05
103,2015_8,2015,8,landscape_lambda1_peak_top10,0.0001046901172529,2.024768111181137e-05,5.379909704981357e-05,1.4394150398930553e-05,3.489670575097711e-05,5.16896039284e-05,8.967644737785e-05
104,2015_9,2015,9,landscape_lambda1_peak_top10,6.61857171222e-05,3.777142989986329e-05,6.199365989960729e-05,1.7647069737255246e-05,3.5887313834559486e-05,5.968581387575e-05,0.00010766194150365
105,2015_10,2015,10,landscape_lambda1_peak_top10,4.564646810453042e-05,2.4478895057061032e-05,5.0489183557170776e-05,1.2131717294171874e-05,3.481264632093735e-05,4.775435229593315e-05,7.700007700005e-05
106,2015_11,2015,11,landscape_lambda1_peak_top10,3.876720294630743e-05,3.417702530369889e-05,6.007463038419142e-05,1.7738728724324355e-05,3.5887313834559486e-05,5.399568034555e-05,0.0001041268959772
107,2015_12,2015,12,landscape_lambda1_peak_top10,0.00013883586130295,0.00013906713905965,0.00014141550282086647,4.723631238432335e-05,6.941793065145e-05,0.00013883586130295,0.0002429627572802
108,2016_1,2016,1,landscape_lambda1_peak_top10,8.74814102003e-05,3.159281667262947e-05,5.958445357939323e-05,1.507085532633616e-05,3.846153846153846e-05,5.482576372285e-05,0.00010075715378962246
109,2016_2,2016,2,landscape_lambda1_peak_top10,4.59824478427663e-05,3.074349028104352e-05,5.4197516776188326e-05,1.4054241679771144e-05,3.603084240109534e-05,5.185466864865e-05,8.379701012265e-05
110,2016_3,2016,3,landscape_lambda1_peak_top10,6.16629257825e-05,2.830725086212528e-05,5.5564671153109703e-05,1.3814357808292374e-05,3.637057250379938e-05,5.27522275827e-05,9.141183722365622e-05
111,2016_4,2016,4,landscape_lambda1_peak_top10,6.06178167887e-05,2.8844055580128428e-05,5.90541280367617e-05,1.3425134880495168e-05,3.841573508509085e-05,5.76236026276e-05,8.773339922646873e-05
112,2016_5,2016,5,landscape_lambda1_peak_top10,4.94274651948266e-05,2.8300944501090677e-05,5.7325850548412596e-05,1.5514971690033483e-05,3.606202668589975e-05,5.40930400288e-05,0.00010415220108315
113,2016_6,2016,6,landscape_lambda1_peak_top10,4.64792005577504e-05,3.868636819581487e-05,6.424615631284028e-05,1.5302252321745437e-05,4.111503988158869e-05,6.167255982235e-05,0.00010278759970395
114,2016_7,2016,7,landscape_lambda1_peak_top10,5.257208947765e-05,3.081903153262103e-05,6.564259878056104e-05,1.7135480489488764e-05,4.0400662380274415e-05,6.56110576502e-05,0.00010818608005765
115,2016_8,2016,8,landscape_lambda1_peak_top10,4.444731780640365e-05,2.6076566654091714e-05,5.9815381493236424e-05,1.570517373024693e-05,3.7805074007401764e-05,5.7107613587e-05,0.00010495382031905
116,2016_9,2016,9,landscape_lambda1_peak_top10,6.72275363989e-05,2.761982759775951e-05,6.1017537147303066e-05,1.5332332728650535e-05,3.886712796480157e-05,5.76236026276e-05,0.00010415220108315
117,2016_10,2016,10,landscape_lambda1_peak_top10,4.444731780640365e-05,4.0793959641914036e-05,6.40719284026841e-05,1.6497053333998393e-05,3.882515403412434e-05,6.410256410255e-05,0.00010415220108315
118,2016_11,2016,11,landscape_lambda1_peak_top10,5.03212171025e-05,2.7662286084225588e-05,5.5337035074261646e-05,1.286316556737619e-05,3.673024974892795e-05,5.29249876508e-05,8.486494350415e-05
119,2016_12,2016,12,landscape_lambda1_peak_top10,6.643856094075e-05,3.6571253301612533e-05,6.698736688218648e-05,1.6593711866286067e-05,4.2202817668944075e-05,6.643856094075e-05,0.0001093517627504
120,2017_1,2017,1,landscape_lambda1_peak_top10,0.00012094823415575,0.0001919047568232,0.00019169545692039779,5.5514098061970515e-05,0.000101250059335545,0.0001900615108162,0.000311009744972
121,2017_2,2017,2,landscape_lambda1_peak_top10,0.00013822655332085,8.9626250704e-05,0.00010439766912524265,2.9816256035922333e-05,6.558380517235e-05,0.00010288700948615,0.0001727831916511
122,2017_3,2017,3,landscape_lambda1_peak_top10,5.763799496625e-05,4.584731699903868e-05,7.639158298686986e-05,1.7537763171452115e-05,5.1133199924601254e-05,7.227261229355e-05,0.00012094823415575
123,2017_4,2017,4,landscape_lambda1_peak_top10,9.0510843199e-05,5.844124910005e-05,8.805143750547239e-05,2.3873292619477053e-05,5.420445922015e-05,8.639159582555e-05,0.0001445452245871
124,2017_5,2017,5,landscape_lambda1_peak_top10,7.372236344565e-05,4.532054505727127e-05,7.690248673740795e-05,1.7235097758636195e-05,5.2599989552130005e-05,7.227261229355e-05,0.00012094823415575
125,2017_6,2017,6,landscape_lambda1_peak_top10,5.199532042115e-05,4.118521541446807e-05,7.769579268946286e-05,1.8828022893828916e-05,5.144350474305e-05,7.6269216760625e-05,0.0001177816664423
126,2017_7,2017,7,landscape_lambda1_peak_top10,7.227261229355e-05,3.4847859218311036e-05,6.615103650698248e-05,1.6791098585564912e-05,4.4042602078129306e-05,6.606765327695e-05,0.00010840891844035
127,2017_8,2017,8,landscape_lambda1_peak_top10,5.95643294758e-05,3.0878398599806094e-05,5.934370733279212e-05,1.3901837787211577e-05,3.861898509307175e-05,5.721478430025e-05,9.034501731275124e-05
128,2017_9,2017,9,landscape_lambda1_peak_top10,6.621444652075e-05,3.870655327490253e-05,7.250074438915939e-05,2.1311953903912457e-05,4.3818014177925435e-05,6.757061128875e-05,0.00011700927583496747
129,2017_10,2017,10,landscape_lambda1_peak_top10,9.47979618438e-05,3.282180574869455e-05,6.636863990586544e-05,1.808206307148267e-05,3.8996490315871574e-05,6.606765327695e-05,0.00010845151436587996
130,2017_11,2017,11,landscape_lambda1_peak_top10,6.75356250422e-05,3.013873751807176e-05,5.706942548954171e-05,1.3826071858344717e-05,3.8425329977521184e-05,5.43065059194e-05,9.0510843199e-05
131,2017_12,2017,12,landscape_lambda1_peak_top10,5.943041886555e-05,2.989243237058402e-05,6.511944215783386e-05,1.6703762133711297e-05,3.879878947776829e-05,6.606765327695e-05,0.00011011275546155
132,2018_1,2018,1,landscape_lambda1_peak_top10,6.12234902287e-05,2.696710750832823e-05,5.915328035067985e-05,1.7457157253420286e-05,3.623057135611029e-05,5.434585703415e-05,0.0001060295469004
133,2018_2,2018,2,landscape_lambda1_peak_top10,7.304335122895e-05,5.299622449825e-05,7.484083921239979e-05,2.3051480878679955e-05,4.418289559883271e-05,6.91586846018e-05,0.000135800373451
134,2018_3,2018,3,landscape_lambda1_peak_top10,0.00011331187961745,6.842585592555e-05,9.939909718010275e-05,2.695804012596296e-05,6.15100722743e-05,9.064950369395e-05,0.0001586366314644
135,2018_4,2018,4,landscape_lambda1_peak_top10,5.95521676989e-05,3.348393420858291e-05,6.204516986895559e-05,1.5313212750202906e-05,3.730731664488494e-05,5.9227693148725e-05,9.272485688810748e-05
136,2018_5,2018,5,landscape_lambda1_peak_top10,4.420866489832007e-05,4.035133752805287e-05,6.261967557382334e-05,1.754378096150008e-05,3.8504894753153014e-05,5.93201945352e-05,0.00011035518457092999
137,2018_6,2018,6,landscape_lambda1_peak_top10,0.0001060295469004,3.437267338354362e-05,6.559958214801848e-05,1.7915984770935052e-05,3.8517833757029506e-05,6.463372070475e-05,0.00011060054475344367
138,2018_7,2018,7,landscape_lambda1_peak_top10,6.79001867255e-05,2.9984681213122633e-05,5.742317723965283e-05,1.4737365529589938e-05,3.6454662551340316e-05,5.425151000035e-05,8.846737613503245e-05
139,2018_8,2018,8,landscape_lambda1_peak_top10,4.568504728402394e-05,2.7413956033752798e-05,6.868560284531398e-05,1.8586073300832273e-05,4.532475184698364e-05,6.798712777045e-05,0.00011555350127105
140,2018_9,2018,9,landscape_lambda1_peak_top10,5.47825134217e-05,3.240618593330519e-05,5.671171804532976e-05,1.4416184637493205e-05,3.678363863753403e-05,5.425151000035e-05,9.057642839025e-05
141,2018_10,2018,10,landscape_lambda1_peak_top10,3.678363863753403e-05,2.617780671651403e-05,5.5045534359797546e-05,1.6010380092109653e-05,3.53431823001343e-05,5.340810467985e-05,9.130418903615e-05
142,2018_11,2018,11,landscape_lambda1_peak_top10,4.568504728402394e-05,4.082387082979762e-05,6.660353849705147e-05,1.9388760034772116e-05,3.8517833757029506e-05,6.631299734745e-05,0.0001105216622458
143,2018_12,2018,12,landscape_lambda1_peak_top10,5.425151000035e-05,3.217170897300025e-05,5.824459961519224e-05,1.6351310325887796e-05,3.652167561447719e-05,5.434585703415e-05,9.059462240639748e-05
144,2019_1,2019,1,landscape_lambda1_peak_top10,6.828502168045e-05,3.272272113824492e-05,5.6242923346425626e-05,1.4974045309643826e-05,3.6774169823116246e-05,5.365238618985e-05,9.075727873375e-05
145,2019_2,2019,2,landscape_lambda1_peak_top10,7.2605822987e-05,3.157257633568342e-05,5.8166387199356974e-05,1.639919047774432e-05,3.619778469557663e-05,5.445436724025e-05,9.380617884758872e-05
146,2019_3,2019,3,landscape_lambda1_peak_top10,7.77665448324e-05,4.1776006813349385e-05,6.350922764939347e-05,1.6004215726216484e-05,3.888327241620655e-05,6.03589344636e-05,0.00010414300011696369
147,2019_4,2019,4,landscape_lambda1_peak_top10,8.71851275585e-05,5.21608671995e-05,7.72509604793492e-05,2.0811350990180016e-05,4.634779384501298e-05,7.398350771505e-05,0.00011672104151590619
148,2019_5,2019,5,landscape_lambda1_peak_top10,6.70091579182e-05,3.364009759460601e-05,6.139564725719015e-05,1.6119501125821933e-05,3.731900283624421e-05,5.83105490262e-05,0.00010310695628265
149,2019_6,2019,6,landscape_lambda1_peak_top10,7.35483396462e-05,3.5876891139719295e-05,6.087474112924858e-05,1.814608403218616e-05,3.810278607571786e-05,5.516125473465e-05,0.0001166498172486
150,2019_7,2019,7,landscape_lambda1_peak_top10,5.121376626035e-05,4.951441990019265e-05,7.621469624607418e-05,1.9761379691359346e-05,4.891570194032284e-05,7.35483396462e-05,0.00011949878794085
151,2019_8,2019,8,landscape_lambda1_peak_top10,5.20327459414e-05,3.4438404145878186e-05,5.681967727233437e-05,1.397150510151719e-05,3.6774169823116246e-05,5.37686968423e-05,8.673284034376999e-05
152,2019_9,2019,9,landscape_lambda1_peak_top10,5.121376626035e-05,4.617617585682472e-05,6.944597964106092e-05,1.976442742396799e-05,4.0300428625971105e-05,6.828502168045e-05,0.0001166498172486
153,2019_10,2019,10,landscape_lambda1_peak_top10,3.825625663688089e-05,3.5304680596717784e-05,5.842829350529359e-05,1.557808906783368e-05,3.6774169823116246e-05,5.516125473465e-05,9.193542455775e-05
154,2019_11,2019,11,landscape_lambda1_peak_top10,6.828502168045e-05,5.049819740295e-05,7.437928625456407e-05,1.7618263135109066e-05,4.879476920074168e-05,7.15655683737e-05,0.0001166498172486
155,2019_12,2019,12,landscape_lambda1_peak_top10,5.96008446291e-05,5.906362363505e-05,8.132151368134444e-05,2.6498143892467246e-05,4.582216418081426e-05,7.2605822987e-05,0.0001563547018092
156,2020_1,2020,1,landscape_lambda1_peak_top10,5.72436058892e-05,3.298260262718797e-05,6.568592026856793e-05,1.880976252469691e-05,3.905944848058745e-05,6.123323740125e-05,0.00011717834544175
157,2020_2,2020,2,landscape_lambda1_peak_top10,0.00013538517081095,4.738485838001232e-05,7.317988761112236e-05,2.1257043329708822e-05,4.4154334115846255e-05,6.900835001035e-05,0.0001277468741682198
158,2020_3,2020,3,landscape_lambda1_peak_top10,7.811889696115e-05,6.30002165933e-05,7.997635337437537e-05,1.9834920618205916e-05,5.126865804732619e-05,7.490636704115e-05,0.00012079378774805
159,2020_4,2020,4,landscape_lambda1_peak_top10,6.900835001035e-05,5.293498785045e-05,7.253129751674726e-05,1.7580892599167445e-05,4.587997797761057e-05,6.90250215703e-05,0.00011717834544175
160,2020_5,2020,5,landscape_lambda1_peak_top10,0.00011081560283685,9.256074023095e-05,0.00011518768657698355,2.9109132066822886e-05,7.4477304734e-05,0.000112834343844175,0.0001952972424029
161,2020_6,2020,6,landscape_lambda1_peak_top10,7.4477304734e-05,6.419237070345e-05,9.450942995705105e-05,2.6185745947631017e-05,6.093597660055e-05,8.91583452211e-05,0.0001562377939223
162,2020_7,2020,7,landscape_lambda1_peak_top10,7.811889696115e-05,7.35375264106e-05,9.66150269310547e-05,2.8496291595133852e-05,5.54078014184e-05,8.80186328675e-05,0.0001562377939223
163,2020_8,2020,8,landscape_lambda1_peak_top10,7.288629737605e-05,5.767606835945e-05,8.77289149613473e-05,2.4264068706098563e-05,5.3693998578826245e-05,7.811889696115e-05,0.00014194464158975
164,2020_9,2020,9,landscape_lambda1_peak_top10,7.38770685579e-05,3.315965452752129e-05,6.137091071013381e-05,1.4517070448653808e-05,4.062398440038999e-05,5.72436058892e-05,9.234633569735e-05
165,2020_10,2020,10,landscape_lambda1_peak_top10,7.811889696115e-05,6.084840227215e-05,8.799091033591838e-05,2.640478436557145e-05,5.17687661777e-05,7.89691385533e-05,0.0001562377939223
166,2020_11,2020,11,landscape_lambda1_peak_top10,6.841583142335e-05,7.01347673713e-05,0.00010294075519334059,3.6597067154506364e-05,5.416531253385e-05,8.970756288085e-05,0.0001952972424029
167,2020_12,2020,12,landscape_lambda1_peak_top10,0.0001197277049909,7.18989878317e-05,0.00010026566334434095,2.648533004375748e-05,6.093597660055e-05,9.47892969342e-05,0.0001566078385382034
168,2021_1,2021,1,landscape_lambda1_peak_top10,0.00011322463768115,8.64919218598e-05,0.00012966871497015385,3.868275610810959e-05,7.872156183575e-05,0.00011976457705995,0.00023616468550735
169,2021_2,2021,2,landscape_lambda1_peak_top10,5.439907158915e-05,3.728064912297145e-05,6.838073574386438e-05,2.0201430372293472e-05,4.215550905133346e-05,6.7940936679e-05,0.00011808234275365
170,2021_3,2021,3,landscape_lambda1_peak_top10,5.72134749176e-05,4.759804487041274e-05,8.676645421312393e-05,2.1844391881816446e-05,5.536281095445e-05,7.93566818326e-05,0.00013977217136065
171,2021_4,2021,4,landscape_lambda1_peak_top10,9.219705584065e-05,5.76909678651e-05,8.237093735732273e-05,2.307310301615228e-05,5.184212345335e-05,7.872156183575e-05,0.00013992670309794238
172,2021_5,2021,5,landscape_lambda1_peak_top10,6.967670011145e-05,6.753253791075e-05,8.878440939843957e-05,2.2591693505698277e-05,5.63952176855e-05,8.22041677513e-05,0.00015744312367155
173,2021_6,2021,6,landscape_lambda1_peak_top10,6.91658597316e-05,3.602416933014229e-05,7.121029836249467e-05,1.8373651187521574e-05,4.551845495536414e-05,6.91658597316e-05,0.00011323489446505
174,2021_7,2021,7,landscape_lambda1_peak_top10,9.058791557205e-05,5.703992283195e-05,8.589676501784533e-05,2.0927386433666002e-05,5.480277850085e-05,8.22041677513e-05,0.00013588187335805
175,2021_8,2021,8,landscape_lambda1_peak_top10,7.872156183575e-05,3.762399545851206e-05,7.178511668570059e-05,1.950088423171559e-05,4.529395778603134e-05,6.86561699011e-05,0.00011808234275365
176,2021_9,2021,9,landscape_lambda1_peak_top10,6.967670011145e-05,6.516636143885e-05,8.942442657932521e-05,2.1908035891544776e-05,5.536281095445e-05,8.709587513935e-05,0.0001476341625452
177,2021_10,2021,10,landscape_lambda1_peak_top10,8.22041677513e-05,6.20842063066e-05,0.0001041829799018432,3.203081012996907e-05,6.747900362122999e-05,9.227135159075e-05,0.00019680390458945
178,2021_11,2021,11,landscape_lambda1_peak_top10,5.936127270565e-05,4.900807288000822e-05,8.26402800630717e-05,2.3084783051080007e-05,5.13276758828e-05,7.872156183575e-05,0.00015744312367155
179,2021_12,2021,12,landscape_lambda1_peak_top10,5.72134749176e-05,7.89062445634e-05,0.00010448412767506164,2.790279827080338e-05,6.7940936679e-05,9.869163094965e-05,0.0001811758311441
180,2022_1,2022,1,landscape_lambda1_peak_top10,7.61888930446e-05,5.073044689625e-05,7.320458834803355e-05,2.0646009174350046e-05,4.553526706434134e-05,7.0144069218e-05,0.0001192653255943
181,2022_2,2022,2,landscape_lambda1_peak_top10,5.302976737605e-05,6.770928398785e-05,0.00010209313404056305,2.597822836927912e-05,6.2550040032e-05,9.722124018945e-05,0.00015937343472515
182,2022_3,2022,3,landscape_lambda1_peak_top10,7.61888930446e-05,7.352884509925e-05,8.923009469375774e-05,2.119040703703497e-05,5.553087516655e-05,8.61178091629e-05,0.00013852526008115
183,2022_4,2022,4,landscape_lambda1_peak_top10,5.75691981762e-05,3.7010997087514374e-05,6.333673051024459e-05,1.7195806645937295e-05,3.975510853144629e-05,5.881737857475e-05,0.0001192653255943
184,2022_5,2022,5,landscape_lambda1_peak_top10,7.951021706285e-05,2.882664267811912e-05,6.799939793561593e-05,1.9365066786795233e-05,4.155757802435274e-05,6.8071709238e-05,0.0001192653255943
