month_index,month_label,year,month,landscape_summary,observed_value,fitted_mean_field_value,bootstrap_mean,bootstrap_sd,ci_2_5,ci_50,ci_97_5
170,2021_3,2021,3,landscape_total_tent_area_top10,7.647840454050988e-09,3.6999174602016133e-09,1.438875396215643e-08,5.5885444738282346e-09,6.720005113726006e-09,1.331457182735889e-08,2.8979806624394572e-08
171,2021_4,2021,4,landscape_total_tent_area_top10,1.1732265555680853e-08,4.353656988238272e-09,1.2655089328721901e-08,5.587958769723103e-09,5.536621184274745e-09,1.156534340912997e-08,2.6415362831011185e-08
172,2021_5,2021,5,landscape_total_tent_area_top10,8.460627771702546e-09,5.747585521009945e-09,1.4120716154900326e-08,5.690596435562373e-09,6.870027117515922e-09,1.2761801162332549e-08,3.029520233666505e-08
173,2021_6,2021,6,landscape_total_tent_area_top10,1.3145135069981915e-08,2.37722053591191e-09,1.0587082450670143e-08,4.176342785126537e-09,4.937703311036704e-09,9.80956246483707e-09,2.1180430184229444e-08
174,2021_7,2021,7,landscape_total_tent_area_top10,1.5128658935860306e-08,4.828346786869643e-09,1.4124104041489683e-08,5.200579095481284e-09,7.167335750302064e-09,1.3184562651441068e-08,2.6087913974129083e-08
175,2021_8,2021,8,landscape_total_tent_area_top10,1.0719209154144118e-08,2.8182215723912898e-09,1.0874099191459883e-08,4.512676960020115e-09,5.117860139403909e-09,1.0106685895759432e-08,2.1363849046442195e-08
176,2021_9,2021,9,landscape_total_tent_area_top10,9.61411822147946e-09,5.505809812768203e-09,1.4382837661819482e-08,5.7290022105617e-09,6.6274723828432554e-09,1.3336674519886771e-08,2.8902239542410283e-08
177,2021_10,2021,10,landscape_total_tent_area_top10,1.3010810381918443e-08,5.489848829634889e-09,1.9524591905109606e-08,9.517440853462346e-09,8.491612818602485e-09,1.7316802656774467e-08,4.575093769073869e-08
178,2021_11,2021,11,landscape_total_tent_area_top10,7.943778190561204e-09,3.191170512504855e-09,1.2417297291474132e-08,5.366663171608484e-09,5.6717308078811896e-09,1.115380996793802e-08,2.7799536941075043e-08
179,2021_12,2021,12,landscape_total_tent_area_top10,8.184087850668264e-09,8.710242523557595e-09,1.8789421855583376e-08,8.473371325998803e-09,8.329213380347299e-09,1.715846142264695e-08,3.853350040397755e-08
180,2022_1,2022,1,landscape_total_tent_area_top10,9.93861084985984e-09,3.547384623393182e-09,1.0438525254093093e-08,4.583542979924861e-09,5.108729313399009e-09,9.589138983765653e-09,2.0208083529794566e-08
181,2022_2,2022,2,landscape_total_tent_area_top10,5.422188837197702e-09,5.5629899302525675e-09,1.7990987333728402e-08,7.166934082360096e-09,8.486025966978716e-09,1.6409588892206237e-08,3.5995659983734914e-08
182,2022_3,2022,3,landscape_total_tent_area_top10,1.0620546404086936e-08,6.5976388181957306e-09,1.4357513263458273e-08,5.640805022270166e-09,6.929172632979866e-09,1.3191415501913938e-08,2.88048974103508e-08
183,2022_4,2022,4,landscape_total_tent_area_top10,5.796817374062219e-09,2.4235029941455575e-09,8.626034135109512e-09,3.4447594103010194e-09,4.050965804453866e-09,7.992491812780984e-09,1.7881165102301608e-08
184,2022_5,2022,5,landscape_total_tent_area_top10,8.1934567893377e-09,1.7780301110067568e-09,9.782696771456034e-09,4.30071020770057e-09,4.502247540259386e-09,8.945787685054977e-09,1.992735929798773e-08
185,2022_6,2022,6,landscape_total_tent_area_top10,1.3355929370892913e-08,2.9701504841234195e-09,1.1584153845839219e-08,5.200676622065659e-09,5.221903410614555e-09,1.0471371020161354e-08,2.4076169952350014e-08
186,2022_7,2022,7,landscape_total_tent_area_top10,1.3883414059561837e-08,4.051862989506831e-09,1.4531970221936264e-08,7.99149933725608e-09,6.235744313828976e-09,1.2678265216425846e-08,3.3403206563655855e-08
187,2022_8,2022,8,landscape_total_tent_area_top10,6.597961471843626e-08,1.1078384611159984e-08,2.3786103545943398e-08,1.3693980788616639e-08,9.647376148297934e-09,1.9709413665044276e-08,6.25430616982747e-08
188,2022_9,2022,9,landscape_total_tent_area_top10,7.52418098166887e-09,4.5669257483024475e-09,1.1436707141769952e-08,5.2636635865370585e-09,5.268114641192571e-09,1.0166811945737601e-08,2.3613833425407473e-08
189,2022_10,2022,10,landscape_total_tent_area_top10,1.1574121720635907e-08,4.308324169158582e-09,1.399705042299063e-08,6.3319192875594716e-09,6.236892194355382e-09,1.2326942997369475e-08,2.9535073833677527e-08
190,2022_11,2022,11,landscape_total_tent_area_top10,8.875912319980215e-09,2.9932446729601405e-09,1.1343351027830768e-08,4.827518590586393e-09,5.0328653515996684e-09,1.0401387924429917e-08,2.3211588036311367e-08
191,2022_12,2022,12,landscape_total_tent_area_top10,2.9147612684228036e-08,7.303435316056725e-09,1.482635440711454e-08,6.41580090565638e-09,6.6610893804022455e-09,1.339995284799779e-08,3.162974974671951e-08
192,2023_1,2023,1,landscape_total_tent_area_top10,9.758051719101541e-09,3.1328044070009833e-09,8.162889680386394e-09,3.1354644131644004e-09,4.0520144248839785e-09,7.464489685970923e-09,1.7007427935983145e-08
193,2023_2,2023,2,landscape_total_tent_area_top10,1.6328766681123547e-08,3.6608575575019406e-09,8.803354179836424e-09,3.3451933900521282e-09,4.413408018491599e-09,8.08195712553197e-09,1.7888714030908094e-08
194,2023_3,2023,3,landscape_total_tent_area_top10,1.3434103938106844e-08,2.5869843027507525e-09,8.857485501759624e-09,3.4913483392039602e-09,4.102642089519906e-09,8.237714072700256e-09,1.805985360116885e-08
195,2023_4,2023,4,landscape_total_tent_area_top10,9.957678723051658e-09,5.3570508259469966e-09,1.1434667459637604e-08,3.964275589811231e-09,5.875404817759049e-09,1.0855476334609884e-08,2.096739405966554e-08
196,2023_5,2023,5,landscape_total_tent_area_top10,1.5007850034084754e-08,4.634562825315757e-09,9.903920487678207e-09,3.909520597253888e-09,4.979351839256867e-09,9.062973204953318e-09,2.00890626959592e-08
197,2023_6,2023,6,landscape_total_tent_area_top10,9.337656348432891e-09,3.981541750487976e-09,1.1064999550539994e-08,5.388984248149892e-09,4.879651448467436e-09,9.871266790400458e-09,2.7314433712076546e-08
198,2023_7,2023,7,landscape_total_tent_area_top10,8.329656935303795e-09,3.3422459802067443e-09,9.07083100553839e-09,3.3496504902273653e-09,4.490393201941159e-09,8.51240025025561e-09,1.7378470275342508e-08
199,2023_8,2023,8,landscape_total_tent_area_top10,1.1635663352829438e-08,3.0868833649368336e-09,8.26837311766425e-09,3.3462691394678228e-09,4.046323767361296e-09,7.652476451470468e-09,1.582751806355296e-08
200,2023_9,2023,9,landscape_total_tent_area_top10,1.3875097513740601e-08,2.039021897899114e-09,7.342565014520361e-09,3.273653678531355e-09,3.5605372311445194e-09,6.577355256844135e-09,1.5333398297579112e-08
201,2023_10,2023,10,landscape_total_tent_area_top10,1.1196177773880123e-08,2.511104141032619e-09,6.92464648748533e-09,2.666457150006682e-09,3.340281081266477e-09,6.382839042825328e-09,1.373878694089286e-08
202,2023_11,2023,11,landscape_total_tent_area_top10,9.948280757021265e-09,7.610460318362868e-09,1.5378167031407748e-08,7.9519362553174e-09,4.946144539072746e-09,1.3578837425877545e-08,3.408592554791704e-08
203,2023_12,2023,12,landscape_total_tent_area_top10,8.568840032250421e-09,1.6618322460616826e-09,6.474941462202325e-09,2.997575990024019e-09,3.085162002690094e-09,5.751510791111144e-09,1.4002074722907805e-08
204,2024_1,2024,1,landscape_total_tent_area_top10,6.7480757942046995e-09,3.39765443665336e-09,8.233676666291443e-09,3.7999852617080024e-09,3.612143689577664e-09,7.230854794441626e-09,1.873858203490322e-08
205,2024_2,2024,2,landscape_total_tent_area_top10,9.061699537051903e-09,1.6111590466268836e-09,6.5046714493461366e-09,2.860733832000039e-09,2.930266479698586e-09,5.902672252306119e-09,1.3323354719031434e-08
206,2024_3,2024,3,landscape_total_tent_area_top10,1.3399686463426122e-08,2.4358916959263548e-09,7.409169947046047e-09,3.932786106817647e-09,3.304584007364558e-09,6.350418633641315e-09,1.7077396351845233e-08
207,2024_4,2024,4,landscape_total_tent_area_top10,6.6558956311211154e-09,1.1327180012506898e-09,5.5180095531137294e-09,2.370039048576567e-09,2.61461549183533e-09,5.003707277888477e-09,1.0840532947709567e-08
208,2024_5,2024,5,landscape_total_tent_area_top10,4.395488733130848e-09,1.5927636193094338e-09,5.61261111945205e-09,2.295108666565691e-09,2.7055142183467065e-09,5.014695919475585e-09,1.1361493957532935e-08
209,2024_6,2024,6,landscape_total_tent_area_top10,4.955171479140893e-09,1.2949344078783483e-09,5.328424168798894e-09,2.2469002713220356e-09,2.457806707748156e-09,4.843636482544067e-09,1.0870398026433586e-08
210,2024_7,2024,7,landscape_total_tent_area_top10,1.741581693401183e-09,3.4705399042513206e-10,2.6085943930761783e-09,1.2517557923869303e-09,1.0540237679846788e-09,2.400131248812759e-09,6.039671812231581e-09
211,2024_8,2024,8,landscape_total_tent_area_top10,7.467452767955526e-10,7.35301671860497e-11,1.2816916022787066e-09,9.228734225554783e-10,3.651550439250397e-10,1.0113509330985152e-09,3.1513077994909846e-09
212,2024_9,2024,9,landscape_total_tent_area_top10,0.0,4.2579083201577326e-18,7.861450343861784e-13,1.2090413091560656e-11,0.0,0.0,1.6944556840324216e-13
